Brasil e Município,Origem da orientação técnica recebida,Grupos de atividade econômica,Irrigação localizada  gotejamento,Irrigação localizada  microaspersão,Irrigação localizada  outros métodos,Irrigação por superfície  inundação,Irrigação por superfície  sulcos,Irrigação por superfície  outros métodos,Irrigação por aspersão  autopropelido/carretel enrolador,Irrigação por aspersão  pivô central,Irrigação por aspersão  aspersão convencional,Outros métodos de irrigação  subsuperficial,Outros métodos de irrigação  molhação,Irrigação localizada  gotejamento,Irrigação localizada  microaspersão,Irrigação localizada  outros métodos,Irrigação por superfície  inundação,Irrigação por superfície  sulcos,Irrigação por superfície  outros métodos,Irrigação por aspersão  autopropelido/carretel enrolador,Irrigação por aspersão  pivô central,Irrigação por aspersão  aspersão convencional,Outros métodos de irrigação  subsuperficial,Outros métodos de irrigação  molhação,Irrigação localizada  gotejamento,Irrigação localizada  microaspersão,Irrigação localizada  outros métodos,Irrigação por superfície  inundação,Irrigação por superfície  sulcos,Irrigação por superfície  outros métodos,Irrigação por aspersão  autopropelido/carretel enrolador,Irrigação por aspersão  pivô central,Irrigação por aspersão  aspersão convencional,Outros métodos de irrigação  subsuperficial,Outros métodos de irrigação  molhação,Irrigação localizada  gotejamento,Irrigação localizada  microaspersão,Irrigação localizada  outros métodos,Irrigação por superfície  inundação,Irrigação por superfície  sulcos,Irrigação por superfície  outros métodos,Irrigação por aspersão  autopropelido/carretel enrolador,Irrigação por aspersão  pivô central,Irrigação por aspersão  aspersão convencional,Outros métodos de irrigação  subsuperficial,Outros métodos de irrigação  molhação,Irrigação localizada  gotejamento,Irrigação localizada  microaspersão,Irrigação localizada  outros métodos,Irrigação por superfície  inundação,Irrigação por superfície  sulcos,Irrigação por superfície  outros métodos,Irrigação por aspersão  autopropelido/carretel enrolador,Irrigação por aspersão  pivô central,Irrigação por aspersão  aspersão convencional,Outros métodos de irrigação  subsuperficial,Outros métodos de irrigação  molhação,Irrigação localizada  gotejamento,Irrigação localizada  microaspersão,Irrigação localizada  outros métodos,Irrigação por superfície  inundação,Irrigação por superfície  sulcos,Irrigação por superfície  outros métodos,Irrigação por aspersão  autopropelido/carretel enrolador,Irrigação por aspersão  pivô central,Irrigação por aspersão  aspersão convencional,Outros métodos de irrigação  subsuperficial,Outros métodos de irrigação  molhação,Irrigação localizada  gotejamento,Irrigação localizada  microaspersão,Irrigação localizada  outros métodos,Irrigação por superfície  inundação,Irrigação por superfície  sulcos,Irrigação por superfície  outros métodos,Irrigação por aspersão  autopropelido/carretel enrolador,Irrigação por aspersão  pivô central,Irrigação por aspersão  aspersão convencional,Outros métodos de irrigação  subsuperficial,Outros métodos de irrigação  molhação,Irrigação localizada  gotejamento,Irrigação localizada  microaspersão,Irrigação localizada  outros métodos,Irrigação por superfície  inundação,Irrigação por superfície  sulcos,Irrigação por superfície  outros métodos,Irrigação por aspersão  autopropelido/carretel enrolador,Irrigação por aspersão  pivô central,Irrigação por aspersão  aspersão convencional,Outros métodos de irrigação  subsuperficial,Outros métodos de irrigação  molhação
Getúlio Vargas (RS),Total,Total,13,3,,,,,2,,8,,2,,,,,,,,,2,,2,13,3,,,,,2,,6,,,1,,,,,,,,,,,11,3,,,,,1,,4,,,1,,,,,,1,,2,,,1,,,,,,1,,4,,2,12,3,,,,,1,,4,,
Getúlio Vargas (RS),Total,Produção de lavouras temporárias,7,,,,,,,,4,,2,,,,,,,,,1,,2,7,,,,,,,,3,,,1,,,,,,,,,,,5,,,,,,,,2,,,1,,,,,,,,1,,,1,,,,,,,,2,,2,6,,,,,,,,2,,
Giruá (RS),Total,Total,15,7,1,,,,1,7,8,2,,4,,,,,,,6,2,,,11,7,1,,,,1,1,6,2,,2,1,,,,,1,,,,,9,5,1,,,,,1,5,2,,,1,,,,,,,1,,,4,1,,,,,,3,3,,,11,6,1,,,,1,4,5,2,
Giruá (RS),Total,Produção de lavouras temporárias,8,3,1,,,,,7,1,1,,1,,,,,,,6,1,,,7,3,1,,,,,1,,1,,1,,,,,,,,,,,6,3,1,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,3,1,,,7,3,1,,,,,4,,1,
Glorinha (RS),Total,Total,2,1,,12,,1,,1,5,2,5,1,,,11,,1,,1,1,2,3,1,1,,1,,,,,4,,2,,,,1,,,,,1,,1,1,1,,,,,,,2,,1,,,,,,,,,1,,,1,,,7,,1,,,2,2,3,1,1,,5,,,,1,3,,2
Glorinha (RS),Total,Produção de lavouras temporárias,2,,,11,,1,,1,1,2,1,1,,,10,,1,,1,1,2,1,1,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,7,,1,,,1,2,1,1,,,4,,,,1,,,
Gramado (RS),Total,Total,35,3,1,,,,3,,11,,16,2,1,,,,,,,,,3,33,2,1,,,,3,,11,,13,3,,1,,,,,,1,,6,28,1,,,,,3,,10,,7,2,1,,,,,,,,,,4,2,,,,,,,,,3,31,1,1,,,,3,,11,,13
Gramado (RS),Total,Produção de lavouras temporárias,7,,,,,,1,,1,,1,,,,,,,,,,,,7,,,,,,1,,1,,1,1,,,,,,,,,,1,6,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,1,,1,,1
Gramado dos Loureiros (RS),Total,Total,6,,,,,,,1,5,,,,,,,,,,1,2,,,6,,,,,,,,3,,,,,,,,,,,,,,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,1,2,,,6,,,,,,,,3,,
Gramado dos Loureiros (RS),Total,Produção de lavouras temporárias,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,
Gramado Xavier (RS),Total,Total,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,
Gramado Xavier (RS),Total,Produção de lavouras temporárias,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,
Gravataí (RS),Total,Total,22,11,,3,,,11,3,19,6,11,3,1,,3,,,2,,2,,,19,10,,,,,9,3,17,6,11,4,1,,,,,1,1,3,2,4,14,8,,,,,8,2,13,4,7,1,1,,,,,,,1,,,4,2,,2,,,2,,3,,,18,9,,1,,,9,3,16,6,11
Gravataí (RS),Total,Produção de lavouras temporárias,1,,,3,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,1,,,,,,,
Guabiju (RS),Total,Total,1,1,,,,1,2,,3,,,,,,,,,1,,,,,1,1,,,,1,1,,3,,,1,1,,,,,,,,,,,,,,,1,1,,3,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,1,1,,3,,
Guabiju (RS),Total,Produção de lavouras temporárias,,1,,,,1,,,1,,,,,,,,,,,,,,,1,,,,1,,,1,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,
Guaíba (RS),Total,Total,12,6,2,44,1,1,,,17,,22,5,1,,22,,1,,,4,,3,7,5,2,22,1,,,,13,,19,,2,,3,,,,,,,13,7,3,2,19,1,,,,13,,6,,,,,,,,,,,,5,1,,22,,1,,,4,,3,7,5,2,22,1,,,,13,,19
Guaíba (RS),Total,Produção de lavouras temporárias,,2,1,38,1,1,,,2,,6,,1,,19,,1,,,,,,,1,1,19,1,,,,2,,6,,,,3,,,,,,,4,,1,1,16,1,,,,2,,2,,,,,,,,,,,,,1,,19,,1,,,,,,,1,1,19,1,,,,2,,6
Guaporé (RS),Total,Total,11,1,,,,1,,,5,,,3,,,,,,,,2,,,8,1,,,,1,,,3,,,2,,,,,,,,,,,6,1,,,,1,,,3,,,,,,,,,,,,,,3,,,,,,,,2,,,8,1,,,,1,,,3,,
Guaporé (RS),Total,Produção de lavouras temporárias,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,
Guarani das Missões (RS),Total,Total,1,,,,,,1,2,5,,,,,,,,,,,,,,1,,,,,,1,2,5,,,,,,,,,1,,,,,1,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,5,,
Guarani das Missões (RS),Total,Produção de lavouras temporárias,1,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,,
Harmonia (RS),Total,Total,10,4,1,,,,1,,4,1,1,2,1,,,,,,,,,,8,3,1,,,,1,,4,1,1,,2,,,,,,,2,,1,7,1,1,,,,1,,1,1,,1,,,,,,,,1,,,3,1,,,,,,,1,,,7,3,1,,,,1,,3,1,1
Harmonia (RS),Total,Produção de lavouras temporárias,1,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1
Herveiras (RS),Total,Total,4,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,
Herveiras (RS),Total,Produção de lavouras temporárias,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
Horizontina (RS),Total,Total,8,2,1,,,,1,2,6,,173,,,,,,,,,1,,54,8,2,1,,,,1,2,5,,119,1,,,,,,1,,1,,28,6,2,1,,,,,2,4,,81,1,,,,,,,,,,10,1,,,,,,,,1,,64,7,2,1,,,,1,2,5,,109
Horizontina (RS),Total,Produção de lavouras temporárias,4,1,1,,,,,,2,,95,,,,,,,,,,,23,4,1,1,,,,,,2,,72,,,,,,,,,1,,16,3,1,1,,,,,,1,,49,1,,,,,,,,,,7,1,,,,,,,,,,30,3,1,1,,,,,,2,,65
Hulha Negra (RS),Total,Total,22,12,1,25,,,1,,1,,11,3,2,,7,,,1,,,,,19,10,1,18,,,,,1,,11,7,4,,,,,,,1,,4,12,6,1,18,,,,,,,7,,,,,,,,,,,,3,2,,6,,,1,,,,,19,10,1,19,,,,,1,,11
Hulha Negra (RS),Total,Produção de lavouras temporárias,8,3,,23,,,1,,,,2,2,,,7,,,1,,,,,6,3,,16,,,,,,,2,1,1,,,,,,,,,1,5,2,,16,,,,,,,1,,,,,,,,,,,,2,,,6,,,1,,,,,6,3,,17,,,,,,,2
Humaitá (RS),Total,Total,4,,,,,,3,,4,,1,1,,,,,,,,1,,,3,,,,,,3,,3,,1,,,,,,,,,,,,3,,,,,,2,,3,,1,,,,,,,1,,,,,1,,,,,,1,,1,,,3,,,,,,2,,3,,1
Humaitá (RS),Total,Produção de lavouras temporárias,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Ibarama (RS),Total,Total,4,1,,,,,,,3,,1,,,,,,,,,1,,,4,1,,,,,,,2,,1,1,,,,,,,,,,,3,1,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,1,,,4,1,,,,,,,2,,1
Ibarama (RS),Total,Produção de lavouras temporárias,3,1,,,,,,,3,,1,,,,,,,,,1,,,3,1,,,,,,,2,,1,1,,,,,,,,,,,2,1,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,1,,,3,1,,,,,,,2,,1
Ibiaçá (RS),Total,Total,3,,,,,,2,1,18,1,2,,,,,,,,1,1,,,3,,,,,,2,,17,1,2,1,,,,,,,,,,,2,,,,,,1,,15,,1,,,,,,,1,,2,1,1,,,,,,,1,1,3,1,1,3,,,,,,1,,15,,1
Ibiaçá (RS),Total,Produção de lavouras temporárias,,,,,,,1,1,9,1,2,,,,,,,,1,1,,,,,,,,,1,,8,1,2,,,,,,,,,,,,,,,,,,,,8,,1,,,,,,,1,,,1,1,,,,,,,1,1,1,1,1,,,,,,,,,8,,1
Ibiraiaras (RS),Total,Total,16,2,,,,1,37,,81,,2,,,,,,,3,,5,,,16,2,,,,1,34,,76,,2,,1,,,,,,,,,,15,,,,,1,23,,70,,2,1,1,,,,,11,,6,,,1,1,,,,,13,,11,,,15,1,,,,1,24,,70,,2
Ibiraiaras (RS),Total,Produção de lavouras temporárias,7,,,,,,24,,47,,,,,,,,,3,,4,,,7,,,,,,21,,43,,,,,,,,,,,,,,7,,,,,,13,,40,,,,,,,,,8,,3,,,,,,,,,10,,7,,,7,,,,,,14,,40,,
Ibirapuitã (RS),Total,Total,2,,,,,,,2,4,,4,1,,,,,,,,3,,,1,,,,,,,2,1,,4,,,,,,,,,,,3,1,,,,,,,2,1,,,,,,,,,,,,,1,1,,,,,,,,3,,,1,,,,,,,2,1,,4
Ibirapuitã (RS),Total,Produção de lavouras temporárias,2,,,,,,,1,3,,3,1,,,,,,,,2,,,1,,,,,,,1,1,,3,,,,,,,,,,,3,1,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,2,,,1,,,,,,,1,1,,3
Ibirubá (RS),Total,Total,4,2,1,,,,1,22,12,,,1,1,1,,,,,15,2,,,3,1,,,,,1,7,10,,,,,,,,,,,,,,3,1,,,,,,6,8,,,,,,,,,1,1,2,,,1,1,1,,,,1,9,3,,,3,1,,,,,,13,9,,
Ibirubá (RS),Total,Produção de lavouras temporárias,3,1,1,,,,,19,2,,,1,1,1,,,,,14,1,,,2,,,,,,,5,1,,,,,,,,,,,,,,2,,,,,,,5,1,,,,,,,,,,,,,,1,1,1,,,,,8,1,,,2,,,,,,,11,1,,
Igrejinha (RS),Total,Total,7,1,1,,,,,,12,3,14,1,,,,,,,,2,3,5,6,1,1,,,,,,10,,9,3,1,,,,,,,2,,6,3,,1,,,,,,8,,3,,,,,,,,,,,,1,,,,,,,,2,3,5,6,1,1,,,,,,10,,9
Igrejinha (RS),Total,Produção de lavouras temporárias,1,,,,,,,,4,1,5,1,,,,,,,,,1,3,,,,,,,,,4,,2,,,,,,,,,1,,1,,,,,,,,,3,,1,,,,,,,,,,,,1,,,,,,,,,1,3,,,,,,,,,4,,2
Ijuí (RS),Total,Total,60,29,1,1,,,6,8,68,,27,6,4,,,,,,,8,,3,54,25,1,1,,,6,8,60,,24,7,6,,,,,,1,8,,12,46,19,1,1,,,5,6,51,,12,1,,,,,,1,1,1,,,7,4,,,,,1,1,9,,3,53,25,1,1,,,5,7,59,,24
Ijuí (RS),Total,Produção de lavouras temporárias,33,10,1,1,,,2,3,25,,14,3,1,,,,,,,2,,1,30,9,1,1,,,2,3,23,,13,4,2,,,,,,1,2,,8,26,7,1,1,,,2,2,21,,5,,,,,,,,,,,,3,1,,,,,,,2,,1,30,9,1,1,,,2,3,23,,13
Ilópolis (RS),Total,Total,5,3,,,,,,,1,,1,1,,,,,,,,,,,4,3,,,,,,,1,,1,1,,,,,,,,,,,3,3,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,4,3,,,,,,,1,,1
Ilópolis (RS),Total,Produção de lavouras temporárias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imigrante (RS),Total,Total,6,,1,,,,1,,1,2,2,1,,1,,,,,,1,,,5,,,,,,1,,,2,2,,,,,,,,,,1,1,5,,,,,,,,,1,1,,,,,,,1,,,,,,,1,,,,1,,1,,,6,,,,,,,,,2,2
Imigrante (RS),Total,Produção de lavouras temporárias,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Independência (RS),Total,Total,3,6,10,,,,2,9,21,1,2,,1,,,,,1,8,4,,1,3,5,10,,,,1,1,17,1,1,,,2,,,,,,1,1,1,3,5,8,,,,1,1,16,,,,,,,,,,,,,,,1,,,,,,4,4,,1,3,5,10,,,,2,5,17,1,1
Independência (RS),Total,Produção de lavouras temporárias,1,4,3,,,,1,9,10,,2,,1,,,,,1,8,2,,1,1,3,3,,,,,1,8,,1,,,1,,,,,,1,,1,1,3,2,,,,,1,7,,,,,,,,,,,,,,,1,,,,,,4,2,,1,1,3,3,,,,1,5,8,,1
Inhacorá (RS),Total,Total,1,5,,,,,1,5,3,,,,1,,,,,1,5,,,,1,4,,,,,,,3,,,,,,,,,,,,,,1,4,,,,,,,2,,,,,,,,,,,1,,,,1,,,,,1,3,1,,,1,4,,,,,,2,2,,
Inhacorá (RS),Total,Produção de lavouras temporárias,1,3,,,,,1,5,2,,,,,,,,,1,5,,,,1,3,,,,,,,2,,,,,,,,,,,,,,1,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,3,,,,1,3,,,,,,2,2,,
Ipê (RS),Total,Total,116,2,,,,,4,2,59,1,9,18,1,,,,,,2,12,,,98,1,,,,,4,,47,1,9,7,,,,,,,,3,,7,88,1,,,,,2,,41,1,2,3,,,,,,2,,3,,,18,1,,,,,2,1,14,,,98,1,,,,,2,1,45,1,9
Ipê (RS),Total,Produção de lavouras temporárias,11,1,,,,,1,2,31,,2,3,,,,,,,2,6,,,8,1,,,,,1,,25,,2,2,,,,,,,,1,,2,6,1,,,,,,,21,,,,,,,,,1,,3,,,3,,,,,,1,1,9,,,8,1,,,,,,1,22,,2
Ipiranga do Sul (RS),Total,Total,1,1,,,,,,,9,,4,,,,,,,,,1,,1,1,1,,,,,,,8,,3,,,,,,,,,,,1,1,1,,,,,,,6,,2,,,,,,,,,2,,,,,,,,,,,3,,1,1,1,,,,,,,6,,3
Ipiranga do Sul (RS),Total,Produção de lavouras temporárias,1,,,,,,,,3,,3,,,,,,,,,,,1,1,,,,,,,,3,,2,,,,,,,,,,,1,1,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,3,,2
Iraí (RS),Total,Total,10,,1,,,,,,1,1,1,,,,,,,,,,,,10,,1,,,,,,1,1,1,4,,,,,,,,,,,6,,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,10,,1,,,,,,1,1,1
Iraí (RS),Total,Produção de lavouras temporárias,7,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,2,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,
Itaara (RS),Total,Total,5,,,,,,1,,5,,4,1,,,,,,1,,2,,,4,,,,,,,,3,,4,4,,,,,,,,2,,4,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,2,,,4,,,,,,,,3,,4
Itaara (RS),Total,Produção de lavouras temporárias,1,,,,,,1,,1,,1,1,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,1
Itacurubi (RS),Total,Total,7,3,,3,,,,3,9,1,1,1,,,3,,,,2,6,,,6,3,,,,,,1,3,1,1,1,1,,,,,,,1,,,5,2,,,,,,1,2,1,1,,,,,,,,,,,,1,,,1,,,,2,5,,,6,3,,2,,,,1,4,1,1
Itacurubi (RS),Total,Produção de lavouras temporárias,3,1,,1,,,,,2,1,1,,,,1,,,,,1,,,3,1,,,,,,,1,1,1,,,,,,,,,,,,3,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,3,1,,1,,,,,2,1,1
Itapuca (RS),Total,Total,1,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Itapuca (RS),Total,Produção de lavouras temporárias,1,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Itaqui (RS),Total,Total,8,,,127,4,1,1,8,6,3,3,1,,,127,4,,1,8,4,,,7,,,,,1,,,2,3,3,3,,,,,,,,,3,2,4,,,,,1,,,2,,1,,,,,,,,,,,,1,,,41,1,,,1,2,,,7,,,86,3,1,1,7,4,3,3
Itaqui (RS),Total,Produção de lavouras temporárias,,,,124,3,,,7,3,,,,,,124,3,,,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,1,1,,,,,,86,3,,,6,2,,
Itati (RS),Total,Total,13,11,,,,,1,,8,,3,2,1,,,,,,,3,,,11,10,,,,,1,,5,,3,2,,,,,,,,,,3,9,10,,,,,1,,4,,,,,,,,,,,1,,,2,1,,,,,,,4,,,11,10,,,,,1,,4,,3
Itati (RS),Total,Produção de lavouras temporárias,1,2,,,,,,,,,1,,,,,,,,,,,,1,2,,,,,,,,,1,1,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,1
Itatiba do Sul (RS),Total,Total,,,,,,1,2,,3,,,,,,,,1,,,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,3,,
Itatiba do Sul (RS),Total,Produção de lavouras temporárias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivorá (RS),Total,Total,,,,10,,,2,2,9,1,2,,,,1,,,,,,1,1,,,,9,,,2,2,9,,1,,,,2,,,,,1,,1,,,,7,,,2,2,8,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,9,,,2,2,9,,1
Ivorá (RS),Total,Produção de lavouras temporárias,,,,10,,,2,2,8,1,1,,,,1,,,,,,1,1,,,,9,,,2,2,8,,,,,,2,,,,,1,,,,,,7,,,2,2,7,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,9,,,2,2,8,,
Ivoti (RS),Total,Total,21,3,2,1,,2,1,1,15,,5,2,,,1,,,,,1,,1,19,3,2,,,2,1,1,14,,4,4,,,,,2,1,1,3,,3,15,3,2,,,,,,11,,1,,,,,,,,,,,,2,,,1,,,,,1,,1,19,3,2,,,2,1,1,14,,4
Ivoti (RS),Total,Produção de lavouras temporárias,2,,,,,,,,2,,1,,,,,,,,,,,,2,,,,,,,,2,,1,,,,,,,,,,,1,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,1
Jaboticaba (RS),Total,Total,6,,1,,,,1,2,7,,,1,,,,,,,,2,,,5,,1,,,,1,2,5,,,1,,,,,,,,1,,,4,,1,,,,1,2,4,,,,,,,,,,,,,,1,,,,,,,,2,,,5,,1,,,,1,2,5,,
Jaboticaba (RS),Total,Produção de lavouras temporárias,3,,,,,,,,2,,,,,,,,,,,2,,,3,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,,,
Jacuizinho (RS),Total,Total,9,6,,,,,2,9,10,,,3,1,,,,,,7,1,,,6,5,,,,,2,2,9,,,2,2,,,,,,1,,,,4,3,,,,,2,1,9,,,,,,,,,,,,,,3,,,,,,,3,1,,,6,6,,,,,2,6,9,,
Jacuizinho (RS),Total,Produção de lavouras temporárias,8,4,,,,,2,9,2,,,2,,,,,,,7,,,,6,4,,,,,2,2,2,,,2,1,,,,,,1,,,,4,3,,,,,2,1,2,,,,,,,,,,,,,,2,,,,,,,3,,,,6,4,,,,,2,6,2,,
Jacutinga (RS),Total,Total,1,,,,,,,2,2,1,1,,,,,,,,1,,,,1,,,,,,,1,2,1,1,,,,,,,,,,,1,1,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,2,1,1
Jacutinga (RS),Total,Produção de lavouras temporárias,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Jaguarão (RS),Total,Total,1,,1,32,1,,,3,2,,5,,,,31,1,,,3,,,,1,,1,1,,,,,2,,5,1,,,,,,,,,,2,,,1,,,,,,2,,3,,,,1,,,,,,,,,,,13,1,,,1,,,,1,,1,19,,,,2,2,,5
Jaguarão (RS),Total,Produção de lavouras temporárias,,,,32,,,,2,,,2,,,,31,,,,2,,,,,,,1,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,13,,,,,,,,,,,19,,,,2,,,2
Jaguari (RS),Total,Total,20,2,,49,2,,1,1,11,2,135,2,,,18,,,,1,2,,13,18,2,,31,2,,1,,9,2,122,2,,,1,,,,,1,,16,16,2,,29,2,,1,,8,2,104,,,,1,,,,,,,2,2,,,18,,,,1,2,,15,18,2,,31,2,,1,,9,2,120
Jaguari (RS),Total,Produção de lavouras temporárias,10,1,,48,2,,1,1,8,2,107,1,,,18,,,,1,1,,6,9,1,,30,2,,1,,7,2,101,,,,1,,,,,1,,7,9,1,,28,2,,1,,6,2,93,,,,1,,,,,,,1,1,,,18,,,,1,1,,7,9,1,,30,2,,1,,7,2,100
Jaquirana (RS),Total,Total,1,1,,,,,2,,2,,3,,,,,,,2,,1,,,1,1,,,,,,,1,,3,1,1,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,1,,,1,1,,,,,,,1,,3
Jaquirana (RS),Total,Produção de lavouras temporárias,,1,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
Jari (RS),Total,Total,3,,,,,,,1,1,,,1,,,,,,,1,,,,2,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,1,1,,
Jari (RS),Total,Produção de lavouras temporárias,1,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,
Jóia (RS),Total,Total,10,5,,,,,3,21,9,1,,1,1,,,,,,21,2,,,9,4,,,,,3,,7,1,,1,,,,,,,,,,,8,4,,,,,3,,6,1,,,,,,,,,,1,,,1,1,,,,,,4,3,,,9,4,,,,,3,17,6,1,
Jóia (RS),Total,Produção de lavouras temporárias,4,1,,,,,2,21,,,,,,,,,,,21,,,,4,1,,,,,2,,,,,,,,,,,,,,,,4,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,4,1,,,,,2,17,,,
Júlio de Castilhos (RS),Total,Total,2,1,,,1,1,1,22,9,,4,,,,,,,,20,1,,,2,1,,,1,1,1,2,8,,4,1,,,,1,,,,1,,,1,1,,,,1,1,2,6,,4,,,,,,,,,1,,,,,,,,,,7,2,,,2,1,,,1,1,1,15,7,,4
Júlio de Castilhos (RS),Total,Produção de lavouras temporárias,1,,,,,1,1,21,2,,1,,,,,,,,19,1,,,1,,,,,1,1,2,1,,1,1,,,,,,,,1,,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,7,1,,,1,,,,,1,1,14,1,,1
